content,month_str,year_str,value
Profiles: Organizations,2010-02,2010,1613
Profiles: Organizations,2010-03,2010,2110
Profiles: Organizations,2010-04,2010,1976
Profiles: Organizations,2010-05,2010,1828
Profiles: Organizations,2010-06,2010,1643
Profiles: Organizations,2010-07,2010,2363
Profiles: Organizations,2010-08,2010,2149
Profiles: Organizations,2010-09,2010,2100
Profiles: Organizations,2010-10,2010,2604
Profiles: Organizations,2010-11,2010,2163
Profiles: Organizations,2010-12,2010,2121
Profiles: Organizations,2011-01,2011,2056
Profiles: Organizations,2011-02,2011,2127
Profiles: Organizations,2011-03,2011,2056
Profiles: Organizations,2011-04,2011,1852
Profiles: Organizations,2011-05,2011,1887
Profiles: Organizations,2011-06,2011,2168
Profiles: Organizations,2011-07,2011,2256
Profiles: Organizations,2011-08,2011,1984
Profiles: Organizations,2011-09,2011,1772
Profiles: Organizations,2011-10,2011,1827
Profiles: Organizations,2011-11,2011,1716
Profiles: Organizations,2011-12,2011,1638
Profiles: Organizations,2012-01,2012,1543
Profiles: Organizations,2012-02,2012,1475
Profiles: Organizations,2012-03,2012,2069
Profiles: Organizations,2012-04,2012,2046
Profiles: Organizations,2012-05,2012,2237
Profiles: Organizations,2012-06,2012,2214
Profiles: Organizations,2012-07,2012,2256
Profiles: Organizations,2012-08,2012,2423
Profiles: Organizations,2012-09,2012,2357
Profiles: Organizations,2012-10,2012,2632
Profiles: Organizations,2012-11,2012,2437
Profiles: Organizations,2012-12,2012,2807
Profiles: Organizations,2013-01,2013,2746
Profiles: Organizations,2013-02,2013,2915
Profiles: Organizations,2013-03,2013,3020
Profiles: Organizations,2013-04,2013,8020
Profiles: Organizations,2013-05,2013,13122
Profiles: Organizations,2013-06,2013,11958
Profiles: Organizations,2013-07,2013,9276
Profiles: Organizations,2013-08,2013,15535
Profiles: Organizations,2013-09,2013,7150
Profiles: Organizations,2013-10,2013,6335
Profiles: Organizations,2013-11,2013,6578
Profiles: Organizations,2013-12,2013,7902
Profiles: Organizations,2014-01,2014,8807
Profiles: Organizations,2014-02,2014,7980
Profiles: Organizations,2014-03,2014,8545
Profiles: Organizations,2014-04,2014,17325
Profiles: Organizations,2014-05,2014,6196
Profiles: Organizations,2014-06,2014,7212
Profiles: Organizations,2014-07,2014,9200
Profiles: Organizations,2014-08,2014,7827
Profiles: Organizations,2014-09,2014,8890
Profiles: Organizations,2014-10,2014,8266
Profiles: Organizations,2014-11,2014,7593
Profiles: Organizations,2014-12,2014,8293
Profiles: Organizations,2015-01,2015,8494
Profiles: Organizations,2015-02,2015,7712
Profiles: Organizations,2015-03,2015,11166
Profiles: Organizations,2015-04,2015,8563
Profiles: Organizations,2015-05,2015,8588
Profiles: Organizations,2015-06,2015,7017
Profiles: Organizations,2015-07,2015,9037
Profiles: Organizations,2015-08,2015,9583
Profiles: Organizations,2015-09,2015,10789
Profiles: Organizations,2015-10,2015,10996
Profiles: Organizations,2015-11,2015,11998
Profiles: Organizations,2015-12,2015,2406
Profiles: People,2007-05,2007,21
Profiles: People,2007-06,2007,165
Profiles: People,2007-07,2007,615
Profiles: People,2007-08,2007,798
Profiles: People,2007-09,2007,216
Profiles: People,2007-10,2007,287
Profiles: People,2007-11,2007,470
Profiles: People,2007-12,2007,622
Profiles: People,2008-01,2008,459
Profiles: People,2008-02,2008,1811
Profiles: People,2008-03,2008,1494
Profiles: People,2008-04,2008,1177
Profiles: People,2008-05,2008,1736
Profiles: People,2008-06,2008,1790
Profiles: People,2008-07,2008,1503
Profiles: People,2008-08,2008,1354
Profiles: People,2008-09,2008,1228
Profiles: People,2008-10,2008,1280
Profiles: People,2008-11,2008,2614
Profiles: People,2008-12,2008,2210
Profiles: People,2009-01,2009,1751
Profiles: People,2009-02,2009,1192
Profiles: People,2009-03,2009,1322
Profiles: People,2009-04,2009,1408
Profiles: People,2009-05,2009,1654
Profiles: People,2009-06,2009,2671
Profiles: People,2009-07,2009,1604
Profiles: People,2009-08,2009,1695
Profiles: People,2009-09,2009,1711
Profiles: People,2009-10,2009,1691
Profiles: People,2009-11,2009,1608
Profiles: People,2009-12,2009,2427
Profiles: People,2010-01,2010,2165
Profiles: People,2010-02,2010,1728
Profiles: People,2010-03,2010,1930
Profiles: People,2010-04,2010,1679
Profiles: People,2010-05,2010,1951
Profiles: People,2010-06,2010,1777
Profiles: People,2010-07,2010,2140
Profiles: People,2010-08,2010,2710
Profiles: People,2010-09,2010,2362
Profiles: People,2010-10,2010,2630
Profiles: People,2010-11,2010,2208
Profiles: People,2010-12,2010,2084
Profiles: People,2011-01,2011,2403
Profiles: People,2011-02,2011,2528
Profiles: People,2011-03,2011,2705
Profiles: People,2011-04,2011,2405
Profiles: People,2011-05,2011,2460
Profiles: People,2011-06,2011,2794
Profiles: People,2011-07,2011,3051
Profiles: People,2011-08,2011,2828
Profiles: People,2011-09,2011,2474
Profiles: People,2011-10,2011,2405
Profiles: People,2011-11,2011,2279
Profiles: People,2011-12,2011,2092
Profiles: People,2012-01,2012,2036
Profiles: People,2012-02,2012,2127
Profiles: People,2012-03,2012,2834
Profiles: People,2012-04,2012,2805
Profiles: People,2012-05,2012,2967
Profiles: People,2012-06,2012,2763
Profiles: People,2012-07,2012,3470
Profiles: People,2012-08,2012,3064
Profiles: People,2012-09,2012,2593
Profiles: People,2012-10,2012,2753
Profiles: People,2012-11,2012,2827
Profiles: People,2012-12,2012,2525
Profiles: People,2013-01,2013,3269
Profiles: People,2013-02,2013,3574
Profiles: People,2013-03,2013,3716
Profiles: People,2013-04,2013,4898
Profiles: People,2013-05,2013,7505
Profiles: People,2013-06,2013,7431
Profiles: People,2013-07,2013,9127
Profiles: People,2013-08,2013,12443
Profiles: People,2013-09,2013,10738
Profiles: People,2013-10,2013,10844
Profiles: People,2013-11,2013,10297
Profiles: People,2013-12,2013,10756
Profiles: People,2014-01,2014,11128
Profiles: People,2014-02,2014,11848
Profiles: People,2014-03,2014,12598
Profiles: People,2014-04,2014,7800
Profiles: People,2014-05,2014,5306
Profiles: People,2014-06,2014,8452
Profiles: People,2014-07,2014,7557
Profiles: People,2014-08,2014,9664
Profiles: People,2014-09,2014,9276
Profiles: People,2014-10,2014,8479
Profiles: People,2014-11,2014,9489
Profiles: People,2014-12,2014,6817
Profiles: People,2015-01,2015,8453
Profiles: People,2015-02,2015,8451
Profiles: People,2015-03,2015,12945
Profiles: People,2015-04,2015,13052
Profiles: People,2015-05,2015,9301
Profiles: People,2015-06,2015,12204
Profiles: People,2015-07,2015,12969
Profiles: People,2015-08,2015,12181
Profiles: People,2015-09,2015,13560
Profiles: People,2015-10,2015,11532
Profiles: People,2015-11,2015,9386
Profiles: People,2015-12,2015,1606
Profiles: Products,2007-05,2007,1
Profiles: Products,2007-06,2007,43
Profiles: Products,2007-07,2007,155
Profiles: Products,2007-08,2007,176
Profiles: Products,2007-09,2007,46
Profiles: Products,2007-10,2007,65
Profiles: Products,2007-11,2007,97
Profiles: Products,2007-12,2007,128
Profiles: Products,2008-01,2008,112
Profiles: Products,2008-02,2008,453
Profiles: Products,2008-03,2008,292
Profiles: Products,2008-04,2008,195
Profiles: Products,2008-05,2008,406
Profiles: Products,2008-06,2008,291
Profiles: Products,2008-07,2008,355
Profiles: Products,2008-08,2008,196
Profiles: Products,2008-09,2008,137
Profiles: Products,2008-10,2008,708
Profiles: Products,2008-11,2008,639
Profiles: Products,2008-12,2008,901
Profiles: Products,2009-01,2009,720
Profiles: Products,2009-02,2009,598
Profiles: Products,2009-03,2009,588
Profiles: Products,2009-04,2009,500
Profiles: Products,2009-05,2009,480
Profiles: Products,2009-06,2009,841
Profiles: Products,2009-07,2009,409
Profiles: Products,2009-08,2009,146
Profiles: Products,2009-09,2009,116
Profiles: Products,2009-10,2009,205
Profiles: Products,2009-11,2009,162
Profiles: Products,2009-12,2009,188
Profiles: Products,2010-01,2010,176
Profiles: Products,2010-02,2010,142
Profiles: Products,2010-03,2010,264
Profiles: Products,2010-04,2010,230
Profiles: Products,2010-05,2010,186
Profiles: Products,2010-06,2010,183
Profiles: Products,2010-07,2010,230
Profiles: Products,2010-08,2010,280
Profiles: Products,2010-09,2010,207
Profiles: Products,2010-10,2010,392
Profiles: Products,2010-11,2010,208
Profiles: Products,2010-12,2010,337
Profiles: Products,2011-01,2011,236
Profiles: Products,2011-02,2011,304
Profiles: Products,2011-03,2011,247
Profiles: Products,2011-04,2011,242
Profiles: Products,2011-05,2011,359
Profiles: Products,2011-06,2011,381
Profiles: Products,2011-07,2011,332
Profiles: Products,2011-08,2011,214
Profiles: Products,2011-09,2011,234
Profiles: Products,2011-10,2011,210
Profiles: Products,2011-11,2011,215
Profiles: Products,2011-12,2011,269
Profiles: Products,2012-01,2012,281
Profiles: Products,2012-02,2012,281
Profiles: Products,2012-03,2012,306
Profiles: Products,2012-04,2012,357
Profiles: Products,2012-05,2012,416
Profiles: Products,2012-06,2012,324
Profiles: Products,2012-07,2012,567
Profiles: Products,2012-08,2012,406
Profiles: Products,2012-09,2012,253
Profiles: Products,2012-10,2012,288
Profiles: Products,2012-11,2012,309
Profiles: Products,2012-12,2012,385
Profiles: Products,2013-01,2013,373
Profiles: Products,2013-02,2013,299
Profiles: Products,2013-03,2013,590
Profiles: Products,2013-04,2013,496
Profiles: Products,2013-05,2013,497
Profiles: Products,2013-06,2013,615
Profiles: Products,2013-07,2013,633
Profiles: Products,2013-08,2013,628
Profiles: Products,2013-09,2013,494
Profiles: Products,2013-10,2013,623
Profiles: Products,2013-11,2013,502
Profiles: Products,2013-12,2013,587
Profiles: Products,2014-01,2014,683
Profiles: Products,2014-02,2014,727
Profiles: Products,2014-03,2014,643
Profiles: Products,2014-04,2014,711
Profiles: Products,2014-05,2014,1116
Profiles: Products,2014-06,2014,2065
Profiles: Products,2014-07,2014,1776
Profiles: Products,2014-08,2014,1728
Profiles: Products,2014-09,2014,1551
Profiles: Products,2014-10,2014,1484
Profiles: Products,2014-11,2014,1378
Profiles: Products,2014-12,2014,1040
Profiles: Products,2015-01,2015,610
Profiles: Products,2015-02,2015,1287
Profiles: Products,2015-03,2015,2712
Profiles: Products,2015-04,2015,1958
Profiles: Products,2015-05,2015,2333
Profiles: Products,2015-06,2015,2248
Profiles: Products,2015-07,2015,1758
Profiles: Products,2015-08,2015,2263
Profiles: Products,2015-09,2015,2198
Profiles: Products,2015-10,2015,2258
Profiles: Products,2015-11,2015,1993
Profiles: Products,2015-12,2015,561
Rounds,2007-05,2007,6
Rounds,2007-06,2007,58
Rounds,2007-07,2007,171
Rounds,2007-08,2007,261
Rounds,2007-09,2007,81
Rounds,2007-10,2007,74
Rounds,2007-11,2007,194
Rounds,2007-12,2007,154
Rounds,2008-01,2008,159
Rounds,2008-02,2008,277
Rounds,2008-03,2008,227
Rounds,2008-04,2008,185
Rounds,2008-05,2008,267
Rounds,2008-06,2008,313
Rounds,2008-07,2008,231
Rounds,2008-08,2008,227
Rounds,2008-09,2008,187
Rounds,2008-10,2008,191
Rounds,2008-11,2008,192
Rounds,2008-12,2008,311
Rounds,2009-01,2009,568
Rounds,2009-02,2009,166
Rounds,2009-03,2009,248
Rounds,2009-04,2009,270
Rounds,2009-05,2009,391
Rounds,2009-06,2009,735
Rounds,2009-07,2009,703
Rounds,2009-08,2009,419
Rounds,2009-09,2009,579
Rounds,2009-10,2009,351
Rounds,2009-11,2009,433
Rounds,2009-12,2009,832
Rounds,2010-01,2010,802
Rounds,2010-02,2010,712
Rounds,2010-03,2010,1071
Rounds,2010-04,2010,1305
Rounds,2010-05,2010,721
Rounds,2010-06,2010,587
Rounds,2010-07,2010,771
Rounds,2010-08,2010,561
Rounds,2010-09,2010,563
Rounds,2010-10,2010,1013
Rounds,2010-11,2010,509
Rounds,2010-12,2010,375
Rounds,2011-01,2011,421
Rounds,2011-02,2011,415
Rounds,2011-03,2011,461
Rounds,2011-04,2011,433
Rounds,2011-05,2011,471
Rounds,2011-06,2011,537
Rounds,2011-07,2011,495
Rounds,2011-08,2011,514
Rounds,2011-09,2011,517
Rounds,2011-10,2011,468
Rounds,2011-11,2011,467
Rounds,2011-12,2011,425
Rounds,2012-01,2012,499
Rounds,2012-02,2012,473
Rounds,2012-03,2012,478
Rounds,2012-04,2012,519
Rounds,2012-05,2012,604
Rounds,2012-06,2012,597
Rounds,2012-07,2012,525
Rounds,2012-08,2012,557
Rounds,2012-09,2012,525
Rounds,2012-10,2012,484
Rounds,2012-11,2012,480
Rounds,2012-12,2012,374
Rounds,2013-01,2013,569
Rounds,2013-02,2013,600
Rounds,2013-03,2013,614
Rounds,2013-04,2013,628
Rounds,2013-05,2013,1368
Rounds,2013-06,2013,1795
Rounds,2013-07,2013,2503
Rounds,2013-08,2013,2390
Rounds,2013-09,2013,2588
Rounds,2013-10,2013,2511
Rounds,2013-11,2013,2799
Rounds,2013-12,2013,2661
Rounds,2014-01,2014,3109
Rounds,2014-02,2014,3521
Rounds,2014-03,2014,3706
Rounds,2014-04,2014,1996
Rounds,2014-05,2014,3061
Rounds,2014-06,2014,2607
Rounds,2014-07,2014,4445
Rounds,2014-08,2014,2251
Rounds,2014-09,2014,2735
Rounds,2014-10,2014,1895
Rounds,2014-11,2014,1907
Rounds,2014-12,2014,1679
Rounds,2015-01,2015,2200
Rounds,2015-02,2015,2474
Rounds,2015-03,2015,3021
Rounds,2015-04,2015,2002
Rounds,2015-05,2015,2051
Rounds,2015-06,2015,2678
Rounds,2015-07,2015,2868
Rounds,2015-08,2015,3823
Rounds,2015-09,2015,2840
Rounds,2015-10,2015,2942
Rounds,2015-11,2015,3505
Rounds,2015-12,2015,487
Rounds: angel,2007-05,2007,1
Rounds: angel,2007-06,2007,2
Rounds: angel,2007-07,2007,11
Rounds: angel,2007-08,2007,22
Rounds: angel,2007-09,2007,11
Rounds: angel,2007-10,2007,6
Rounds: angel,2007-11,2007,24
Rounds: angel,2007-12,2007,11
Rounds: angel,2008-01,2008,13
Rounds: angel,2008-02,2008,76
Rounds: angel,2008-03,2008,33
Rounds: angel,2008-04,2008,29
Rounds: angel,2008-05,2008,33
Rounds: angel,2008-06,2008,44
Rounds: angel,2008-07,2008,27
Rounds: angel,2008-08,2008,26
Rounds: angel,2008-09,2008,27
Rounds: angel,2008-10,2008,26
Rounds: angel,2008-11,2008,27
Rounds: angel,2008-12,2008,33
Rounds: angel,2009-01,2009,35
Rounds: angel,2009-02,2009,19
Rounds: angel,2009-03,2009,16
Rounds: angel,2009-04,2009,19
Rounds: angel,2009-05,2009,13
Rounds: angel,2009-06,2009,26
Rounds: angel,2009-07,2009,20
Rounds: angel,2009-08,2009,31
Rounds: angel,2009-09,2009,34
Rounds: angel,2009-10,2009,22
Rounds: angel,2009-11,2009,23
Rounds: angel,2009-12,2009,28
Rounds: angel,2010-01,2010,28
Rounds: angel,2010-02,2010,21
Rounds: angel,2010-03,2010,35
Rounds: angel,2010-04,2010,26
Rounds: angel,2010-05,2010,25
Rounds: angel,2010-06,2010,31
Rounds: angel,2010-07,2010,28
Rounds: angel,2010-08,2010,25
Rounds: angel,2010-09,2010,33
Rounds: angel,2010-10,2010,49
Rounds: angel,2010-11,2010,39
Rounds: angel,2010-12,2010,26
Rounds: angel,2011-01,2011,36
Rounds: angel,2011-02,2011,33
Rounds: angel,2011-03,2011,37
Rounds: angel,2011-04,2011,50
Rounds: angel,2011-05,2011,49
Rounds: angel,2011-06,2011,42
Rounds: angel,2011-07,2011,55
Rounds: angel,2011-08,2011,50
Rounds: angel,2011-09,2011,48
Rounds: angel,2011-10,2011,35
Rounds: angel,2011-11,2011,49
Rounds: angel,2011-12,2011,30
Rounds: angel,2012-01,2012,51
Rounds: angel,2012-02,2012,35
Rounds: angel,2012-03,2012,36
Rounds: angel,2012-04,2012,41
Rounds: angel,2012-05,2012,47
Rounds: angel,2012-06,2012,71
Rounds: angel,2012-07,2012,50
Rounds: angel,2012-08,2012,64
Rounds: angel,2012-09,2012,41
Rounds: angel,2012-10,2012,48
Rounds: angel,2012-11,2012,44
Rounds: angel,2012-12,2012,32
Rounds: angel,2013-01,2013,45
Rounds: angel,2013-02,2013,59
Rounds: angel,2013-03,2013,57
Rounds: angel,2013-04,2013,65
Rounds: angel,2013-05,2013,68
Rounds: angel,2013-06,2013,82
Rounds: angel,2013-07,2013,95
Rounds: angel,2013-08,2013,75
Rounds: angel,2013-09,2013,72
Rounds: angel,2013-10,2013,82
Rounds: angel,2013-11,2013,106
Rounds: angel,2013-12,2013,70
Rounds: angel,2014-01,2014,119
Rounds: angel,2014-02,2014,98
Rounds: angel,2014-03,2014,147
Rounds: angel,2014-04,2014,97
Rounds: angel,2014-05,2014,121
Rounds: angel,2014-06,2014,141
Rounds: angel,2014-07,2014,225
Rounds: angel,2014-08,2014,118
Rounds: angel,2014-09,2014,124
Rounds: angel,2014-10,2014,104
Rounds: angel,2014-11,2014,87
Rounds: angel,2014-12,2014,75
Rounds: angel,2015-01,2015,108
Rounds: angel,2015-02,2015,158
Rounds: angel,2015-03,2015,158
Rounds: angel,2015-04,2015,147
Rounds: angel,2015-05,2015,144
Rounds: angel,2015-06,2015,136
Rounds: angel,2015-07,2015,118
Rounds: angel,2015-08,2015,129
Rounds: angel,2015-09,2015,128
Rounds: angel,2015-10,2015,161
Rounds: angel,2015-11,2015,154
Rounds: angel,2015-12,2015,23
Rounds: convertible_note,2009-08,2009,1
Rounds: convertible_note,2009-09,2009,1
Rounds: convertible_note,2009-12,2009,2
Rounds: convertible_note,2010-02,2010,1
Rounds: convertible_note,2010-03,2010,1
Rounds: convertible_note,2010-06,2010,1
Rounds: convertible_note,2010-11,2010,1
Rounds: convertible_note,2011-05,2011,1
Rounds: convertible_note,2011-06,2011,1
Rounds: convertible_note,2011-07,2011,1
Rounds: convertible_note,2011-09,2011,1
Rounds: convertible_note,2012-01,2012,1
Rounds: convertible_note,2012-04,2012,2
Rounds: convertible_note,2012-05,2012,2
Rounds: convertible_note,2012-06,2012,1
Rounds: convertible_note,2012-07,2012,2
Rounds: convertible_note,2012-10,2012,2
Rounds: convertible_note,2012-11,2012,1
Rounds: convertible_note,2012-12,2012,1
Rounds: convertible_note,2013-01,2013,2
Rounds: convertible_note,2013-03,2013,4
Rounds: convertible_note,2013-04,2013,3
Rounds: convertible_note,2013-05,2013,7
Rounds: convertible_note,2013-06,2013,9
Rounds: convertible_note,2013-07,2013,29
Rounds: convertible_note,2013-08,2013,40
Rounds: convertible_note,2013-09,2013,28
Rounds: convertible_note,2013-10,2013,18
Rounds: convertible_note,2013-11,2013,48
Rounds: convertible_note,2013-12,2013,25
Rounds: convertible_note,2014-01,2014,42
Rounds: convertible_note,2014-02,2014,51
Rounds: convertible_note,2014-03,2014,44
Rounds: convertible_note,2014-04,2014,23
Rounds: convertible_note,2014-05,2014,44
Rounds: convertible_note,2014-06,2014,39
Rounds: convertible_note,2014-07,2014,125
Rounds: convertible_note,2014-08,2014,35
Rounds: convertible_note,2014-09,2014,73
Rounds: convertible_note,2014-10,2014,26
Rounds: convertible_note,2014-11,2014,68
Rounds: convertible_note,2014-12,2014,25
Rounds: convertible_note,2015-01,2015,64
Rounds: convertible_note,2015-02,2015,155
Rounds: convertible_note,2015-03,2015,130
Rounds: convertible_note,2015-04,2015,63
Rounds: convertible_note,2015-05,2015,89
Rounds: convertible_note,2015-06,2015,70
Rounds: convertible_note,2015-07,2015,141
Rounds: convertible_note,2015-08,2015,87
Rounds: convertible_note,2015-09,2015,57
Rounds: convertible_note,2015-10,2015,59
Rounds: convertible_note,2015-11,2015,53
Rounds: convertible_note,2015-12,2015,20
Rounds: debt_financing,2007-07,2007,1
Rounds: debt_financing,2007-08,2007,2
Rounds: debt_financing,2007-10,2007,3
Rounds: debt_financing,2007-11,2007,2
Rounds: debt_financing,2007-12,2007,2
Rounds: debt_financing,2008-01,2008,3
Rounds: debt_financing,2008-02,2008,3
Rounds: debt_financing,2008-04,2008,1
Rounds: debt_financing,2008-05,2008,8
Rounds: debt_financing,2008-06,2008,3
Rounds: debt_financing,2008-07,2008,6
Rounds: debt_financing,2008-08,2008,8
Rounds: debt_financing,2008-09,2008,1
Rounds: debt_financing,2008-10,2008,2
Rounds: debt_financing,2008-11,2008,6
Rounds: debt_financing,2008-12,2008,5
Rounds: debt_financing,2009-01,2009,9
Rounds: debt_financing,2009-02,2009,3
Rounds: debt_financing,2009-03,2009,4
Rounds: debt_financing,2009-04,2009,8
Rounds: debt_financing,2009-05,2009,6
Rounds: debt_financing,2009-06,2009,11
Rounds: debt_financing,2009-07,2009,10
Rounds: debt_financing,2009-08,2009,7
Rounds: debt_financing,2009-09,2009,14
Rounds: debt_financing,2009-10,2009,6
Rounds: debt_financing,2009-11,2009,23
Rounds: debt_financing,2009-12,2009,67
Rounds: debt_financing,2010-01,2010,58
Rounds: debt_financing,2010-02,2010,30
Rounds: debt_financing,2010-03,2010,47
Rounds: debt_financing,2010-04,2010,39
Rounds: debt_financing,2010-05,2010,16
Rounds: debt_financing,2010-06,2010,13
Rounds: debt_financing,2010-07,2010,11
Rounds: debt_financing,2010-08,2010,9
Rounds: debt_financing,2010-09,2010,11
Rounds: debt_financing,2010-10,2010,12
Rounds: debt_financing,2010-11,2010,16
Rounds: debt_financing,2010-12,2010,10
Rounds: debt_financing,2011-01,2011,12
Rounds: debt_financing,2011-02,2011,13
Rounds: debt_financing,2011-03,2011,9
Rounds: debt_financing,2011-04,2011,9
Rounds: debt_financing,2011-05,2011,13
Rounds: debt_financing,2011-06,2011,12
Rounds: debt_financing,2011-07,2011,11
Rounds: debt_financing,2011-08,2011,14
Rounds: debt_financing,2011-09,2011,16
Rounds: debt_financing,2011-10,2011,20
Rounds: debt_financing,2011-11,2011,10
Rounds: debt_financing,2011-12,2011,20
Rounds: debt_financing,2012-01,2012,15
Rounds: debt_financing,2012-02,2012,15
Rounds: debt_financing,2012-03,2012,21
Rounds: debt_financing,2012-04,2012,18
Rounds: debt_financing,2012-05,2012,14
Rounds: debt_financing,2012-06,2012,18
Rounds: debt_financing,2012-07,2012,19
Rounds: debt_financing,2012-08,2012,19
Rounds: debt_financing,2012-09,2012,9
Rounds: debt_financing,2012-10,2012,13
Rounds: debt_financing,2012-11,2012,9
Rounds: debt_financing,2012-12,2012,7
Rounds: debt_financing,2013-01,2013,17
Rounds: debt_financing,2013-02,2013,14
Rounds: debt_financing,2013-03,2013,21
Rounds: debt_financing,2013-04,2013,15
Rounds: debt_financing,2013-05,2013,135
Rounds: debt_financing,2013-06,2013,272
Rounds: debt_financing,2013-07,2013,402
Rounds: debt_financing,2013-08,2013,333
Rounds: debt_financing,2013-09,2013,416
Rounds: debt_financing,2013-10,2013,264
Rounds: debt_financing,2013-11,2013,363
Rounds: debt_financing,2013-12,2013,407
Rounds: debt_financing,2014-01,2014,359
Rounds: debt_financing,2014-02,2014,454
Rounds: debt_financing,2014-03,2014,287
Rounds: debt_financing,2014-04,2014,139
Rounds: debt_financing,2014-05,2014,122
Rounds: debt_financing,2014-06,2014,103
Rounds: debt_financing,2014-07,2014,200
Rounds: debt_financing,2014-08,2014,125
Rounds: debt_financing,2014-09,2014,104
Rounds: debt_financing,2014-10,2014,85
Rounds: debt_financing,2014-11,2014,127
Rounds: debt_financing,2014-12,2014,78
Rounds: debt_financing,2015-01,2015,123
Rounds: debt_financing,2015-02,2015,100
Rounds: debt_financing,2015-03,2015,119
Rounds: debt_financing,2015-04,2015,120
Rounds: debt_financing,2015-05,2015,122
Rounds: debt_financing,2015-06,2015,84
Rounds: debt_financing,2015-07,2015,170
Rounds: debt_financing,2015-08,2015,117
Rounds: debt_financing,2015-09,2015,75
Rounds: debt_financing,2015-10,2015,73
Rounds: debt_financing,2015-11,2015,100
Rounds: debt_financing,2015-12,2015,19
Rounds: equity_crowdfunding,2011-07,2011,1
Rounds: equity_crowdfunding,2011-10,2011,1
Rounds: equity_crowdfunding,2011-12,2011,1
Rounds: equity_crowdfunding,2012-02,2012,1
Rounds: equity_crowdfunding,2012-03,2012,2
Rounds: equity_crowdfunding,2012-04,2012,1
Rounds: equity_crowdfunding,2012-05,2012,1
Rounds: equity_crowdfunding,2012-06,2012,1
Rounds: equity_crowdfunding,2012-08,2012,4
Rounds: equity_crowdfunding,2012-09,2012,3
Rounds: equity_crowdfunding,2012-10,2012,1
Rounds: equity_crowdfunding,2012-11,2012,1
Rounds: equity_crowdfunding,2013-03,2013,4
Rounds: equity_crowdfunding,2013-04,2013,2
Rounds: equity_crowdfunding,2013-06,2013,4
Rounds: equity_crowdfunding,2013-07,2013,4
Rounds: equity_crowdfunding,2013-08,2013,4
Rounds: equity_crowdfunding,2013-09,2013,3
Rounds: equity_crowdfunding,2013-10,2013,4
Rounds: equity_crowdfunding,2013-11,2013,2
Rounds: equity_crowdfunding,2013-12,2013,7
Rounds: equity_crowdfunding,2014-01,2014,8
Rounds: equity_crowdfunding,2014-02,2014,8
Rounds: equity_crowdfunding,2014-03,2014,7
Rounds: equity_crowdfunding,2014-04,2014,6
Rounds: equity_crowdfunding,2014-05,2014,32
Rounds: equity_crowdfunding,2014-06,2014,54
Rounds: equity_crowdfunding,2014-07,2014,1655
Rounds: equity_crowdfunding,2014-08,2014,13
Rounds: equity_crowdfunding,2014-09,2014,287
Rounds: equity_crowdfunding,2014-10,2014,7
Rounds: equity_crowdfunding,2014-11,2014,153
Rounds: equity_crowdfunding,2014-12,2014,3
Rounds: equity_crowdfunding,2015-01,2015,211
Rounds: equity_crowdfunding,2015-02,2015,205
Rounds: equity_crowdfunding,2015-03,2015,25
Rounds: equity_crowdfunding,2015-04,2015,91
Rounds: equity_crowdfunding,2015-05,2015,90
Rounds: equity_crowdfunding,2015-06,2015,10
Rounds: equity_crowdfunding,2015-07,2015,107
Rounds: equity_crowdfunding,2015-08,2015,55
Rounds: equity_crowdfunding,2015-09,2015,13
Rounds: equity_crowdfunding,2015-10,2015,109
Rounds: equity_crowdfunding,2015-11,2015,35
Rounds: equity_crowdfunding,2015-12,2015,22
Rounds: grant,2008-01,2008,1
Rounds: grant,2008-06,2008,1
Rounds: grant,2008-07,2008,1
Rounds: grant,2008-10,2008,1
Rounds: grant,2008-11,2008,1
Rounds: grant,2009-04,2009,1
Rounds: grant,2009-06,2009,1
Rounds: grant,2009-07,2009,2
Rounds: grant,2009-08,2009,5
Rounds: grant,2009-09,2009,14
Rounds: grant,2009-10,2009,6
Rounds: grant,2009-11,2009,16
Rounds: grant,2009-12,2009,24
Rounds: grant,2010-01,2010,21
Rounds: grant,2010-02,2010,4
Rounds: grant,2010-03,2010,11
Rounds: grant,2010-04,2010,5
Rounds: grant,2010-05,2010,4
Rounds: grant,2010-06,2010,6
Rounds: grant,2010-07,2010,10
Rounds: grant,2010-08,2010,10
Rounds: grant,2010-09,2010,14
Rounds: grant,2010-10,2010,18
Rounds: grant,2010-11,2010,12
Rounds: grant,2010-12,2010,5
Rounds: grant,2011-01,2011,9
Rounds: grant,2011-02,2011,12
Rounds: grant,2011-03,2011,4
Rounds: grant,2011-04,2011,5
Rounds: grant,2011-05,2011,12
Rounds: grant,2011-06,2011,9
Rounds: grant,2011-07,2011,5
Rounds: grant,2011-08,2011,19
Rounds: grant,2011-09,2011,10
Rounds: grant,2011-10,2011,10
Rounds: grant,2011-11,2011,9
Rounds: grant,2011-12,2011,14
Rounds: grant,2012-01,2012,6
Rounds: grant,2012-02,2012,7
Rounds: grant,2012-03,2012,6
Rounds: grant,2012-04,2012,15
Rounds: grant,2012-05,2012,14
Rounds: grant,2012-06,2012,14
Rounds: grant,2012-07,2012,12
Rounds: grant,2012-08,2012,13
Rounds: grant,2012-09,2012,11
Rounds: grant,2012-10,2012,9
Rounds: grant,2012-11,2012,3
Rounds: grant,2012-12,2012,3
Rounds: grant,2013-01,2013,15
Rounds: grant,2013-02,2013,12
